,symbol,country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl,date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,year
612,PWR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,1998-02-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PWR.png,37298.314295,Quanta Services Inc,17136297600.0,146.39,PWR,https://www.quantaservices.com/,2024-10-31,,2.7385,amc,3,,6332020340.0,2024
613,PWR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,1998-02-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PWR.png,37298.314295,Quanta Services Inc,17136297600.0,146.39,PWR,https://www.quantaservices.com/,2024-08-01,,1.9267,amc,2,,5565521240.0,2024
614,PXD,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1993-01-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PXD.png,63003.494323,Pioneer Natural Resources Co,19724449001.0,233.62,PXD,https://www.pxd.com/,2024-10-31,,5.2053,amc,3,,4335075085.0,2024
615,PXD,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1993-01-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PXD.png,63003.494323,Pioneer Natural Resources Co,19724449001.0,233.62,PXD,https://www.pxd.com/,2024-07-30,,5.2852,amc,2,,4349704885.0,2024
616,PX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2021-10-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950813756136.png,995.396506,P10 Inc,12149990149.0,113.02,PX,https://www.p10alts.com/,2024-08-08,,0.2026,amc,2,,67131280.0,2024
617,PYPL,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2015-07-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PYPL.png,61716.71521,PayPal Holdings Inc,14089671000.0,1046.05,PYPL,https://www.paypal.com/,2024-10-30,,0.9981,amc,3,,8115981726.0,2024
618,PYPL,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2015-07-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PYPL.png,61716.71521,PayPal Holdings Inc,14089671000.0,1046.05,PYPL,https://www.paypal.com/,2024-07-30,,0.9997,amc,2,,7951303410.0,2024
619,QCOM,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1991-12-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/QCOM.png,231145.914551,Qualcomm Inc,18585871121.0,1118.0,QCOM,https://www.qualcomm.com/,2024-10-30,,2.5241,amc,4,,9958104603.0,2024
620,QCOM,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1991-12-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/QCOM.png,231145.914551,Qualcomm Inc,18585871121.0,1118.0,QCOM,https://www.qualcomm.com/,2024-07-24,,2.2945,amc,3,,9380359660.0,2024
621,QRVO,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1997-06-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/QRVO.png,11374.000158999996,Qorvo Inc,13366641233.0,95.63,QRVO,https://www.qorvo.com/,2024-10-30,,1.8524,amc,2,,1044056751.0,2025
622,QRVO,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1997-06-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/QRVO.png,11374.000158999996,Qorvo Inc,13366641233.0,95.63,QRVO,https://www.qorvo.com/,2024-07-31,,0.7247,amc,1,,868827942.0,2025
623,RCL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1993-04-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RCL.png,41981.378316,Royal Caribbean Cruises Ltd,13055396000.0,257.35,RCL,https://www.royalcaribbeangroup.com/,2024-10-24,,4.7675,amc,3,,4855061516.0,2024
624,RCL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1993-04-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RCL.png,41981.378316,Royal Caribbean Cruises Ltd,13055396000.0,257.35,RCL,https://www.royalcaribbeangroup.com/,2024-07-25,,2.7642,amc,2,,4074819477.0,2024
625,REGN,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,1991-04-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/REGN.png,116119.708825,Regeneron Pharmaceuticals Inc,17813705000.0,110.19,REGN,https://www.regeneron.com/,2024-10-31,,12.0919,bmo,3,,3624308635.0,2024
626,REGN,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,1991-04-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/REGN.png,116119.708825,Regeneron Pharmaceuticals Inc,17813705000.0,110.19,REGN,https://www.regeneron.com/,2024-08-01,,10.798,bmo,2,,3431720966.0,2024
627,REG,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,1993-10-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959048126.png,11539.344729,Regency Centers Corp,19045987000.0,184.78,REG,https://www.regencycenters.com/,2024-10-31,,0.4767,amc,3,,357815608.0,2024
628,REG,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,1993-10-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959048126.png,11539.344729,Regency Centers Corp,19045987000.0,184.78,REG,https://www.regencycenters.com/,2024-08-01,,0.4596,amc,2,,354570347.0,2024
629,RF,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RF.png,18417.284514,Regions Financial Corp,18007344667.0,915.83,RF,https://www.regions.com/,2024-10-18,,0.5261,amc,3,,1834998220.0,2024
630,RF,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RF.png,18417.284514,Regions Financial Corp,18007344667.0,915.83,RF,https://www.regions.com/,2024-07-19,,0.4962,amc,2,,1812988088.0,2024
631,RHI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RHI.png,6388.297382,Robert Half Inc,16502346000.0,104.93,RHI,https://www.roberthalf.com/,2024-10-22,,0.8202,amc,3,,1544073557.0,2024
632,RHI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RHI.png,6388.297382,Robert Half Inc,16502346000.0,104.93,RHI,https://www.roberthalf.com/,2024-07-23,,0.7123,amc,2,,1518271592.0,2024
633,RJF,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1983-07-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RJF.png,24597.533194,Raymond James Financial Inc,17275671000.0,207.28,RJF,https://www.raymondjames.com/,2024-10-23,,2.5097,amc,4,,3421234034.0,2024
634,RJF,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1983-07-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RJF.png,24597.533194,Raymond James Financial Inc,17275671000.0,207.28,RJF,https://www.raymondjames.com/,2024-07-24,,2.3638,amc,3,,3350689574.0,2024
635,RL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Textiles, Apparel & Luxury Goods",1997-06-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RL.png,11249.316579,Ralph Lauren Corp,12123187000.0,62.51,RL,https://investor.ralphlauren.com/,2024-11-06,,2.5188,amc,2,,1732380133.0,2025
636,RL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Textiles, Apparel & Luxury Goods",1997-06-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RL.png,11249.316579,Ralph Lauren Corp,12123187000.0,62.51,RL,https://investor.ralphlauren.com/,2024-08-06,,2.5243,amc,1,,1536720468.0,2025
637,RMD,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1995-06-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RMD.png,27960.846892000005,Resmed Inc,18587462400.0,146.91,RMD,https://www.resmed.com/,2024-10-24,,2.0175,amc,1,,1180328925.0,2025
638,RMD,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1995-06-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RMD.png,27960.846892000005,Resmed Inc,18587462400.0,146.91,RMD,https://www.resmed.com/,2024-08-01,,2.0851,amc,4,,1226883279.0,2024
639,ROK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,1956-08-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROK.png,29782.190010999995,Rockwell Automation Inc,14143822000.0,114.0,ROK,https://www.rockwellautomation.com/,2024-10-31,,3.5447,amc,4,,2372124380.0,2024
640,ROK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,1956-08-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROK.png,29782.190010999995,Rockwell Automation Inc,14143822000.0,114.0,ROK,https://www.rockwellautomation.com/,2024-07-24,,2.1089,amc,3,,2069036005.0,2024
641,ROP,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1992-02-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROP.png,58924.800821,Roper Technologies Inc,19415562601.0,107.04,ROP,https://www.ropertech.com/,2024-10-23,,4.6755,amc,3,,1759102183.0,2024
642,ROP,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1992-02-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROP.png,58924.800821,Roper Technologies Inc,19415562601.0,107.04,ROP,https://www.ropertech.com/,2024-07-24,,4.5063,amc,2,,1749463248.0,2024
643,ROST,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1985-08-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ROST.png,48978.80621000001,Ross Stores Inc,19259654400.0,333.57,ROST,https://www.rossstores.com/,2024-08-15,,1.5204,amc,2,,5325613983.0,2025
644,RRC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1996-10-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RRC.png,8106.165956999999,Range Resources Corp,18178702601.0,242.63,RRC,https://www.rangeresources.com/,2024-10-22,,0.5279,amc,3,,647499516.0,2024
645,RRC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1996-10-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RRC.png,8106.165956999999,Range Resources Corp,18178702601.0,242.63,RRC,https://www.rangeresources.com/,2024-07-23,,0.4882,amc,2,,624134681.0,2024
646,RSG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services & Supplies,1998-07-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RSG.png,61512.611292,Republic Services Inc,14806272700.0,314.93,RSG,https://www.republicservices.com/,2024-10-24,,1.6167,amc,3,,4174728950.0,2024
647,RSG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services & Supplies,1998-07-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RSG.png,61512.611292,Republic Services Inc,14806272700.0,314.93,RSG,https://www.republicservices.com/,2024-07-24,,1.5367,amc,2,,4074585238.0,2024
648,SBAC,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,1999-06-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950521363966.png,21008.332798,SBA Communications Corp,15619957670.0,107.44,SBAC,https://sbasite.com/,2024-10-31,,2.1261,amc,3,,684825684.0,2024
649,SBAC,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,1999-06-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950521363966.png,21008.332798,SBA Communications Corp,15619957670.0,107.44,SBAC,https://sbasite.com/,2024-07-29,,2.1012,amc,2,,678326795.0,2024
650,SBUX,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",1992-06-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SBUX.png,82403.921448,Starbucks Corp,12064471575.0,1132.7,SBUX,https://www.starbucks.com/,2024-10-31,,1.0844,amc,4,,9788438211.0,2024
651,SBUX,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",1992-06-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SBUX.png,82403.921448,Starbucks Corp,12064471575.0,1132.7,SBUX,https://www.starbucks.com/,2024-07-25,,0.9592,amc,3,,9440959615.0,2024
652,SCHW,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1987-09-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SCHW.png,136253.876419,Charles Schwab Corp,18178595000.0,1828.17,SCHW,https://www.schwab.com/,2024-10-14,,0.852,amc,3,,5018482161.0,2024
653,SCHW,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1987-09-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SCHW.png,136253.876419,Charles Schwab Corp,18178595000.0,1828.17,SCHW,https://www.schwab.com/,2024-07-16,,0.7785,amc,2,,4878923527.0,2024
654,SEE,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,1979-05-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SEE.png,4953.811133,Sealed Air Corp,19802213235.0,145.61,SEE,https://sealedair.com/,2024-10-31,,0.7313,amc,3,,1379888340.0,2024
655,SEE,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,1979-05-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SEE.png,4953.811133,Sealed Air Corp,19802213235.0,145.61,SEE,https://sealedair.com/,2024-08-08,,0.6592,amc,2,,1328021962.0,2024
656,SHW,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1964-02-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SHW.png,75788.34499699998,Sherwin-Williams Co,12165662000.0,253.55,SHW,https://www.sherwin-williams.com/,2024-09-27,,3.617,amc,3,,6429204934.0,2024
657,SHW,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1964-02-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SHW.png,75788.34499699998,Sherwin-Williams Co,12165662000.0,253.55,SHW,https://www.sherwin-williams.com/,2024-07-23,,3.5307,amc,2,,6401295725.0,2024
658,SIG,BM,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,1988-07-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SIG.png,3771.4615410000006,Signet Jewelers Ltd,14412965872.0,44.61,SIG,https://www.signetjewelers.com/our-home/default.aspx,2024-08-29,,1.1942,amc,2,,1528234363.0,2025
659,SJM,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1965-10-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SJM.png,11640.630759,J M Smucker Co,13306823000.0,106.18,SJM,https://www.jmsmucker.com/,2024-08-27,,2.1967,amc,1,,2164202901.0,2025
660,SLB,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1962-02-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SLB.png,64606.068229,Schlumberger NV,17135132000.0,1429.34,SLB,https://www.slb.com/,2024-10-18,,0.9323,amc,3,,9560959061.0,2024
661,SLB,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1962-02-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SLB.png,64606.068229,Schlumberger NV,17135132000.0,1429.34,SLB,https://www.slb.com/,2024-07-19,,0.8389,amc,2,,9169115461.0,2024
662,SLG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1997-08-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959048606.png,3877.055603,SL Green Realty Corp,12125942700.0,64.81,SLG,https://slgreen.com/,2024-10-16,,-0.3575,amc,3,,146417791.0,2024
663,SLG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1997-08-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959048606.png,3877.055603,SL Green Realty Corp,12125942700.0,64.81,SLG,https://slgreen.com/,2024-07-17,,-0.1293,amc,2,,150777648.0,2024
664,SNA,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1978-02-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SNA.png,13501.747487000002,Snap-On Inc,14146565200.0,52.72,SNA,https://www.snapon.com/,2024-10-17,,4.6976,amc,3,,1196309427.0,2024
665,SNA,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1978-02-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SNA.png,13501.747487000002,Snap-On Inc,14146565200.0,52.72,SNA,https://www.snapon.com/,2024-07-18,,4.9771,amc,2,,1213406253.0,2024
666,SNPS,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1992-02-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SNPS.png,93146.193151,Synopsys Inc,16505845000.0,153.22,SNPS,https://www.synopsys.com/,2024-08-14,,3.3434,amc,3,,1549352735.0,2024
667,SO,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-09-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SO.png,85418.453643,Southern Co,14045065000.0,1093.43,SO,https://www.southerncompany.com/,2024-10-31,,1.5217,amc,3,,7421759142.0,2024
668,SO,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-09-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SO.png,85418.453643,Southern Co,14045065000.0,1093.43,SO,https://www.southerncompany.com/,2024-08-01,,0.922,amc,2,,6300271452.0,2024
669,SPGI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1929-02-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SPGI.png,144027.863371,S&P Global Inc,12124381000.0,312.9,SPGI,https://www.spglobal.com/,2024-10-31,,3.4893,amc,3,,3350044140.0,2024
670,SPGI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1929-02-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SPGI.png,144027.863371,S&P Global Inc,12124381000.0,312.9,SPGI,https://www.spglobal.com/,2024-07-30,,3.5202,amc,2,,3388997256.0,2024
671,SPG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1993-12-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959049246.png,48098.351571,Simon Property Group Inc,13176361600.0,325.94,SPG,https://www.simon.com/,2024-10-28,,1.5958,amc,3,,1341754407.0,2024
672,SPG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1993-12-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959049246.png,48098.351571,Simon Property Group Inc,13176361600.0,325.94,SPG,https://www.simon.com/,2024-07-31,,1.51,amc,2,,1314037704.0,2024
673,SRCL,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,1996-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SRCL.png,5405.603288999999,Stericycle Inc,18473675910.0,92.8,SRCL,https://www.stericycle.com,2024-10-31,,0.5906,bmo,3,,691933656.0,2024
674,SRCL,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,1996-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SRCL.png,5405.603288999999,Stericycle Inc,18473675910.0,92.8,SRCL,https://www.stericycle.com,2024-08-02,,0.5799,bmo,2,,684603936.0,2024
675,SRE,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1998-06-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SRE.png,47830.484014,Sempra,16196962000.0,632.85,SRE,https://www.sempra.com/,2024-11-01,,1.1377,amc,3,,3790619890.0,2024
676,SRE,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1998-06-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SRE.png,47830.484014,Sempra,16196962000.0,632.85,SRE,https://www.sempra.com/,2024-08-01,,1.0178,amc,2,,3541694613.0,2024
677,STT,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STT.png,22419.685344000005,State Street Corp,16177863000.0,301.26,STT,https://www.statestreet.com/,2024-10-16,,2.1346,amc,3,,3132006424.0,2024
678,STT,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STT.png,22419.685344000005,State Street Corp,16177863000.0,301.26,STT,https://www.statestreet.com/,2024-07-16,,2.0176,bmo,2,,3178700431.0,2024
679,STX,IE,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2002-12-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STX.png,21912.303896,Seagate Technology Holdings PLC,35312343136.0,209.99,STX,https://investors.seagate.com/overview/default.aspx,2024-10-24,,1.1451,amc,1,,2085543505.0,2025
680,STX,IE,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2002-12-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STX.png,21912.303896,Seagate Technology Holdings PLC,35312343136.0,209.99,STX,https://investors.seagate.com/overview/default.aspx,2024-07-18,,0.7434,amc,4,,1887321087.0,2024
681,STZ,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,1986-07-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STZ.png,45934.68727,Constellation Brands Inc,15856787100.0,182.35,STZ,https://www.cbrands.com/,2024-10-03,,4.1599,amc,2,,3042227686.0,2025
682,STZ,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,1986-07-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/STZ.png,45934.68727,Constellation Brands Inc,15856787100.0,182.35,STZ,https://www.cbrands.com/,2024-07-03,3.57,3.497,bmo,1,2661800000.0,2697302424.0,2025
683,SWKS,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1998-06-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SWKS.png,17073.124304,Skyworks Solutions Inc,16179355150.0,160.45,SWKS,https://www.skyworksinc.com/,2024-10-31,,1.5655,amc,4,,1037827692.0,2024
684,SWKS,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1998-06-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SWKS.png,17073.124304,Skyworks Solutions Inc,16179355150.0,160.45,SWKS,https://www.skyworksinc.com/,2024-07-25,,1.2554,amc,3,,924288126.0,2024
685,SWK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1966-06-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SWK.png,12441.095765,Stanley Black & Decker Inc,18602255111.0,153.88,SWK,https://www.stanleyblackanddecker.com/,2024-10-25,,0.8885,amc,3,,3875944871.0,2024
686,SWK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1966-06-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SWK.png,12441.095765,Stanley Black & Decker Inc,18602255111.0,153.88,SWK,https://www.stanleyblackanddecker.com/,2024-07-30,,0.8511,amc,2,,4047578676.0,2024
687,SYF,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2014-07-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYF.png,19454.792628,Synchrony Financial,12035856730.0,401.54,SYF,https://www.synchrony.com/,2024-10-22,,1.7113,amc,3,,4562735600.0,2024
688,SYF,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2014-07-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYF.png,19454.792628,Synchrony Financial,12035856730.0,401.54,SYF,https://www.synchrony.com/,2024-07-17,,1.3446,amc,2,,4449646809.0,2024
689,SYK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYK.png,127835.31646,Stryker Corp,12693892600.0,380.95,SYK,https://www.stryker.com/,2024-10-31,,2.8134,amc,3,,5403646712.0,2024
690,SYK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYK.png,127835.31646,Stryker Corp,12693892600.0,380.95,SYK,https://www.stryker.com/,2024-07-30,,2.8135,amc,2,,5459762312.0,2024
691,SYY,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,1981-01-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYY.png,34440.472452,Sysco Corp,12815841390.0,497.98,SYY,https://www.sysco.com/,2024-10-29,,1.1468,amc,1,,20745309100.0,2025
692,SYY,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,1981-01-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SYY.png,34440.472452,Sysco Corp,12815841390.0,497.98,SYY,https://www.sysco.com/,2024-07-30,,1.3896,amc,4,,20750122143.0,2024
693,TAP,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TAP.png,10615.653484,Molson Coors Beverage Co,13032796565.0,199.83,TAP,https://www.molsoncoors.com/,2024-10-31,,1.8371,amc,3,,3271917775.0,2024
694,TAP,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TAP.png,10615.653484,Molson Coors Beverage Co,13032796565.0,199.83,TAP,https://www.molsoncoors.com/,2024-08-06,,1.7275,amc,2,,3264908830.0,2024
695,TDG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,2006-03-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TDG.png,71093.009376,TransDigm Group Inc,12167062960.0,55.96,TDG,https://www.transdigm.com/,2024-11-07,,9.465,amc,4,,2122246552.0,2024
696,TDG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,2006-03-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TDG.png,71093.009376,TransDigm Group Inc,12167062960.0,55.96,TDG,https://www.transdigm.com/,2024-08-06,,8.5857,amc,3,,2018777900.0,2024
